id,titre,prix,statut,motif_exclusion,niveau_risque,corrections_appliquees,rang_tri
4484,"TRAVESSA SERENATA 25X35CM 424-29",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4485,"COMPUTADOR INTERATIVO CP215206 CX48",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4486,"BONECA CP213910 CX24 (Q6)",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4487,"ESTACIONAMENTO SK CP256646/P668-179",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4488,"PARQUE ESTACIONAMENTO CP214327",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4489,"BONECA+ACESS SK CP256627/JN691-5",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4490,"CONJ MISSANGAS SK CP256699/XW155-6",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4491,"CARRO R/C SK CP215645/KY82-2",10.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4492,"PENTEADEIRA SK CP256725/739-5",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4493,"JOGO PINBALL SK CP256487/ZY2011",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4494,"BONECA SK CP256640/686-843",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4495,"BONECA SK CP256597/PX1825B1",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4496,"BONECA SK CP256598/PX1825A1",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4497,"ROBOT TRANSPOWER SK CP256355/061",10.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4498,"ROBOT TRANSPOWER SK CP258574/059",10.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4499,"GUIZO P/BEBE SK CP256291/D45",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4500,"BLOCOS CONSTRUÇAO SK CP256321/SN-062",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4501,"CARRO FRICÇAO SK CP219429/FA95-1",10.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4502,"PLASTICINA SK CP256774/KA1106",10.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4503,"BENGALA NATAL 2,4X74 SK 207-188 CX48 (Q12)",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4504,"SKATE 70X20 SK 207-208",15.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4505,"BRINQ P/ANIMAL 14X5,5CM SK 2946-000",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4506,"SET AMB MIK C/VELA 7X8CM SK 2983-207",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4507,"PELUCHE 24CM SK 3087-000",1.60,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4508,"PELUCHE 20CM SK 3087-005",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4509,"PELUCHE MANTA 160X100CM 2617-002-G",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4510,"MEIAS M. ANTIDERRAP SK 2989-001-04",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4511,"MEIAS M. ANTIDERRAP SK 2989-001-05",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4512,"MEIAS M. ANTIDERRAP SK 2989-001-06",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4513,"MEIAS H. ANTIDERRAP 2989-002-02",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4514,"TENDA ATIVIDADES SK CP237047/995-5006B",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4515,"BLOCOS CONSTRUÇAO SK CP127510/5027",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4516,"CARRO R/C SK CP239539/YQ086-12A/14A",12.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4517,"CASA MDF NATAL SK 0247-832",1.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4518,"PLACA MDF 0247-838",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4519,"DECORAÇAO PAI NATAL SK 0247-842",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4520,"PORTA MEMO SOLDADO SK 0247-845",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4521,"ENVELOPE NATAL 27X15CM SK 0247-852",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4522,"DECORAÇAO NATAL SK 0247-855",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4523,"CASA FELTRO C/LUZ 0247-857",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4524,"CAIXA CORREIO MDF NATAL 0247-861",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4525,"PINGENTE LAÇO 0247-863",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4526,"PLACA MDF NATAL SK 0247-865",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4527,"CAIXA MDF NATAL SK 0247-868",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4528,"PINGENTE CORREIO SK 0247-876",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4529,"DEC CAIXA CORREIO METAL SK 0247-879",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4530,"PORTA MEMO NATAL SK 0247-882",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4531,"PINGENTE CAVALO SK 0247-883",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4532,"TRENO MADEIRA SK 0247-884",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4533,"CASA MDF C/VELA SK 0247-891",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4534,"PAI NATAL DEC SK 0247-898",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4535,"CASA FELTRO 23X5X34CM SK 0247-912 CX72 (Q12)",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4536,"SACO FELTRO 20X12X38CM SK 0247-915 CX72 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4537,"ARVORE FELTRO 11X4,2X22CM SK 0247-916 CX72 (Q12) 2****1€",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4538,"CAIXA RED FELTRO 16X12CM SK 0247-918 CX48 (Q12) 20****2€",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4539,"DECORAÇAO NATAL PLACA SK 0247-929",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4540,"RENA DEC SK 0247-941",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4541,"DECORAÇAO NATAL DUENDE SK 0247-942",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4542,"CONJ 12CX PRESENTE 0247-944",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4543,"DEC QUEBRA NOZES C/SOLDADO SK 0247-951 CX96(Q12)20****2€",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4544,"SUPORTE VELA SK 0247-954",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4545,"DEC. CAVALO C/SOLDADO SK 0247-956",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4546,"DECORAÇAO NATAL ANJO SK 0247-960",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4547,"DECORAÇAO NATAL CAVALO SK 0247-961",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4548,"DEC NATAL PORTA VELAS SK 0247-964",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4549,"PORTA VELAS RENA SK 0247-967",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4550,"PORTA CARTOES NATAL SK 0247-970",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4551,"DECORAÇAO SOLDADO SK 0247-973",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4552,"ARVORE NATAL SK 0247-974",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4553,"CASA BONECAS SK CP256735/SG-29070",15.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4554,"AMB GOTA A GOTA SK 150ML",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4555,"AMB GOTA A GOTA SK 150ML",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4556,"AMB GOTA A GOTA SK 150ML GIRASSOL",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4557,"AMB GOTA A GOTA SK 150ML",0.80,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4558,"BRINQ. GATO SINO 3 UN SKPA-837-479",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4559,"FRISBEE P/ANIMAIS SKPA-837-494 CX24 (Q12)",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4560,"TAPETE P/ANIMAIS SKPA-837-497",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4561,"PRATO REDONDO SERENATA 20CM 424-23",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4562,"SALADEIRA SERENATA 14CM 424-26",1.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4563,"SET BEBE+ACESSORIOS CP214501 CX48",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4564,"SET BEBE+ACESSORIOS CP214499 CX48",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4565,"SET BEBE+ACESSORIOS CP214500 CX48",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4566,"BONECA CP214450 CX60 (Q6)",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4567,"BONECA CP214454 CX60 (Q6)",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4568,"BONECA CP213896 CX24 (Q6)",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4569,"BONECA CP213908 CX24 (Q6)",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4570,"ESTACIONAMENTO SK CP256650/P233-42",15.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4571,"DINOSSAURO CP215637 CX48 (Q6)",12.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4572,"DINOSSAURO CP215636 CX48 (Q6)",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4573,"PARQUE ESTACIONAMENTO CP214326 CX24 (Q6)",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4574,"BONECA CP215760 CX72 (Q6)",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4575,"BONECA SEREIA SK CP256731/LJ211-B",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4576,"PISTOLA C/BALAS SK CP182700/9001A-1",15.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder ; catégorie restreinte Google","RISCO ELEVADO",,
4577,"COMIDA RAPIDA SK CP256260/XJ328P-2",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4578,"CARRO R/C SK CP256222/569Y-85",15.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4579,"MAQUILHAGEM SK CP256234/CM158-2",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4580,"ROBOT SK CP256888/2629-T3B",12.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4581,"DINOSSAURO SK CP251903/24202",15.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4582,"PLASTICINA SK CP256777/5838-209",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4583,"PLASTICINA SK CP256776/5838-203",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4584,"PLASTICINA SK CP256778/5838-201",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4585,"BLOCO CONSTRUÇAO SK CP256854/619-15",15.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4586,"BLOCO CONSTRUÇAO SK CP256853/619-25",15.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4587,"CAMIAO FRICÇAO SK CP256846/PY899B-5",15.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4588,"ZANTE JR JR Mesa de Centro",169.00,INCLUS,,MÉDIO,"description nettoyée",286
4589,"CEELIAS Mesa de Centro",249.00,INCLUS,,MÉDIO,"description nettoyée",260
4590,"NORDI Mesa de Centro",249.00,INCLUS,,MÉDIO,"description nettoyée",653
4591,"CRETA Aparador",309.00,EXCLU,"hors stock",OK,,
4593,"SOTO Módulo Suspenso",68.00,EXCLU,"prix < 80 €",OK,,
4594,"MICHIGAN Cama Solteiro",159.00,INCLUS,,MÉDIO,"description nettoyée",287
4596,"MICHIGAN Cama Casal",159.00,INCLUS,,MÉDIO,"description nettoyée",261
4597,"MD FINE Cama",369.00,INCLUS,,MÉDIO,"description nettoyée",151
4598,"ARCO Cama",529.00,INCLUS,,MÉDIO,"description nettoyée",121
4603,"XS2641 Cadeira",54.00,EXCLU,"prix < 80 €",OK,,
4605,"XS2484 Cadeira",69.00,EXCLU,"prix < 80 €",OK,,
4606,"XELO Cómoda",229.00,INCLUS,,MÉDIO,"description nettoyée",838
4607,"XS2854 Cadeira",49.00,EXCLU,"prix < 80 €",OK,,
4608,"PASTEL KI Cómoda",199.00,INCLUS,,MÉDIO,"description nettoyée",238
4609,"GALAXY HT Cómoda",229.00,INCLUS,,MÉDIO,"description nettoyée",635
4611,"TATRA Cómoda",69.00,EXCLU,"prix < 80 €",OK,,
4612,"TATRA Mesa de Cabeceira",49.00,EXCLU,"prix < 80 €",OK,,
4613,"VH027 Sapateira",159.00,INCLUS,,MÉDIO,"description nettoyée",763
4614,"PALM Consola",139.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
4616,"ZEST Consola",149.00,EXCLU,"hors stock",OK,,
4617,"PASTEL Roupeiro",1190.00,EXCLU,"hors stock",OK,,
4618,"MAYRA KI Roupeiro",389.00,INCLUS,,MÉDIO,"description nettoyée",17
4619,"ARCO Roupeiro",1029.00,INCLUS,,MÉDIO,"description nettoyée",602
4620,"LARA Mesa de Jantar",219.00,INCLUS,,MÉDIO,"description nettoyée",416
4621,"KEMER Mesa de Jantar",179.00,INCLUS,,MÉDIO,"description nettoyée",503
4622,"HANA Mesa de Jantar",149.00,INCLUS,,MÉDIO,"description nettoyée",542
4623,"TOLEDO HT Aparador Alto",659.00,INCLUS,,MÉDIO,"description nettoyée",383
4624,"DIY Z0013 Relógio Parede",9.90,EXCLU,"prix < 80 €",OK,,
4625,"TOLEDO Vitrine",589.00,INCLUS,,MÉDIO,"description nettoyée",147
4626,"ZEST - CÓMODA",199.00,EXCLU,"aucune image ; image placeholder",OK,,
4628,"Z0029 Relógio de Parede",4.95,EXCLU,"prix < 80 €",OK,,
4629,"Z0041 Relógio de Parede",19.90,EXCLU,"prix < 80 €",OK,,
4630,"Z0037 Relógio de Parede",19.90,EXCLU,"prix < 80 €",OK,,
4631,"Z0033 Relógio de Parede",9.90,EXCLU,"prix < 80 €",OK,,
4632,"Z0034 Relógio de Parede",9.90,EXCLU,"prix < 80 €",OK,,
4636,"BARI Aparador",469.00,INCLUS,,MÉDIO,"description nettoyée",308
4637,"BARI LK Estante",499.00,INCLUS,,MÉDIO,"description nettoyée",302
4638,"BARI Aparador Alto",489.00,INCLUS,,MÉDIO,"description nettoyée",303
4639,"CHELLEN DS Vitrine",290.00,INCLUS,,MÉDIO,"description nettoyée",505
4640,"AFRICA Telas",14.50,EXCLU,"prix < 80 €",OK,,
4641,"BARI LK Mesa de Cabeceira",199.00,INCLUS,,MÉDIO,"description nettoyée",262
4642,"AFRICA II Telas",39.00,EXCLU,"prix < 80 €",OK,,
4643,"BARI Base TV",299.00,INCLUS,,MÉDIO,"description nettoyée",221
4644,"LEON Telas",39.00,EXCLU,"prix < 80 €",OK,,
4645,"ORO Toucador",239.00,INCLUS,,MÉDIO,"description nettoyée",34
4646,"FACE Telas",39.00,EXCLU,"prix < 80 €",OK,,
4647,"ORO Mesa de Cabeceira",135.00,INCLUS,,MÉDIO,"description nettoyée",33
4648,"ART Telas",59.00,EXCLU,"prix < 80 €",OK,,
4649,"BORBOLETA Telas",14.50,EXCLU,"prix < 80 €",OK,,
4650,"BAILARINA Telas",14.50,EXCLU,"prix < 80 €",OK,,
4651,"KMAX 0425 Sofá 3 Lugares",499.00,INCLUS,,MÉDIO,"description nettoyée",460
4652,"DEER Telas",14.50,EXCLU,"prix < 80 €",OK,,
4653,"COLOR Telas",14.50,EXCLU,"prix < 80 €",OK,,
4655,"SOL Sofá Chaise Longue",799.00,INCLUS,,MÉDIO,"description nettoyée",366
4657,"BOOK Sofá Chaise Longue Reversível",299.00,INCLUS,,MÉDIO,"description nettoyée",141
4659,"ASTRO Sofá Chaise Longue",199.00,INCLUS,,MÉDIO,"description nettoyée",211
4660,"SILKE Base TV",325.00,INCLUS,,MÉDIO,"description nettoyée",178
4661,"SKY Cama Casal",215.00,INCLUS,,MÉDIO,"description nettoyée",626
4662,"ONDA Sofá Chaise Longue Reversível",299.00,INCLUS,,MÉDIO,"description nettoyée",185
4664,"SIGMA HT Cama",445.00,EXCLU,"hors stock",OK,,
4666,"MESA CABECEIRA BRANCA/CARVA 2 GAVETAS MOA 5427167",89.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
4667,"MESA CABECEIRA PRETA/CARVA 2 GAVETAS MOA 5427168",89.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
4668,"CONSOLA PRETA/CARVA 2 GAVETAS MOA VINT 5427169",109.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
4669,"MESA CABECEIRA PORTA VIME MOA VINTER 5427170",79.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
4670,"MESA DE APOIO METAL DOURADO CONJ 2 127034724",59.00,EXCLU,"prix < 80 €",OK,,
4671,"MESA DE APOIO METAL DOURADO CONJ 2 127034725",59.00,EXCLU,"prix < 80 €",OK,,
4672,"MESA DE APOIO METAL DOURADO CONJ 2 127034726",59.00,EXCLU,"prix < 80 €",OK,,
4673,"MESA DE APOIO METAL DOURADO CONJ 2 127034727",59.00,EXCLU,"prix < 80 €",OK,,
4674,"MESA DE APOIO METAL DOURADO CONJ 2 127034728",59.00,EXCLU,"prix < 80 €",OK,,
4679,"MR 0329 Sofá 3 Lugares",399.00,INCLUS,,MÉDIO,"description nettoyée",367
4682,"KMAX 2724 Cadeira",159.00,INCLUS,,MÉDIO,"description nettoyée",540
4683,"KMAX 3047 Cadeirão Relax",139.00,INCLUS,,MÉDIO,"description nettoyée",285
4687,"PORTO Sofá Chaise Longue",729.00,INCLUS,,MÉDIO,"description nettoyée",97
4691,"LOVI Aparador",699.00,INCLUS,,MÉDIO,"description nettoyée",384
4692,"LOVI Base TV",399.00,INCLUS,,MÉDIO,"description nettoyée",399
4693,"LOVI Consola",299.00,INCLUS,,MÉDIO,"description nettoyée",657
4694,"LOVI Mesa de Jantar",699.00,INCLUS,,MÉDIO,"description nettoyée",489
4696,"OFFICE Cadeira",139.00,INCLUS,,MÉDIO,"description nettoyée",663
4697,"OFFICE Cadeira",179.00,INCLUS,,MÉDIO,"description nettoyée",520
4698,"TONGA Banco Alto",119.00,INCLUS,,MÉDIO,"description nettoyée",550
4699,"METÁLICO Banco Alto",59.00,EXCLU,"prix < 80 €",OK,,
4700,"KMAX 0978 Cadeirão",549.00,INCLUS,,MÉDIO,"description nettoyée",18
4701,"ALINA Sofá Chaise Longue",739.00,INCLUS,,MÉDIO,"description nettoyée",150
4704,"CHELSEA Sofá Chaise Longue Reversível",299.00,INCLUS,,MÉDIO,"description nettoyée",155
4706,"TLT1829 Mesa de Bar",149.00,INCLUS,,MÉDIO,"description nettoyée",695
4707,"TLT1830 Mesa de Bar Retangular",229.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
4710,"TLC1758 Cadeira de Bar",99.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
4711,"TLT1749 Mesa de Exterior",139.00,INCLUS,,MÉDIO,"description nettoyée",703
4712,"10118 Espreguiçadeira c/ Rodas",129.00,INCLUS,,MÉDIO,"description nettoyée",871
4717,"10431 - MESA (ALUMÍNIO BRANCO / MADEIRA SINTÉTICA)",69.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
4718,"10872 Cadeirão c/ Almofada",119.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
4719,"10872 Sofá 2 Lugares c/ Almofadas",229.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
4720,"10872 Mesa de Centro",89.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
4721,"TLT1819 Mesa de Apoio",59.00,EXCLU,"prix < 80 €",OK,,
4722,"TLC1813 Cadeira c/ Almofada",89.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
4723,"GDC564 Cadeira",37.00,EXCLU,"prix < 80 €",OK,,
4724,"GDC565 Cadeira",69.00,EXCLU,"prix < 80 €",OK,,
4726,"SAKURA Pack 6 Cadeiras",269.00,INCLUS,,MÉDIO,"description nettoyée",724
4727,"BENNY Sofá Chaise Longue",1339.00,INCLUS,,MÉDIO,"description nettoyée",5
4728,"CALISTA Pack 2 Cadeiras",169.00,INCLUS,,MÉDIO,"description nettoyée",728
4730,"GH-25003 Cadeira",49.00,EXCLU,"prix < 80 €",OK,,
4731,"GH-25002 Cadeira",49.00,EXCLU,"prix < 80 €",OK,,
4732,"GH-25004 Cadeira",64.00,EXCLU,"prix < 80 €",OK,,
4733,"GH-25005 Cadeira",59.00,EXCLU,"prix < 80 €",OK,,
4734,"SOF-14 Cadeira",99.00,INCLUS,,MÉDIO,"description nettoyée",571
4735,"GH-25003 Pack 4 Cadeiras",156.00,INCLUS,,MÉDIO,"description nettoyée",442
4736,"GH-25002 Pack 4 Cadeiras",156.00,INCLUS,,MÉDIO,"description nettoyée",541
4737,"GH-25004 Pack 4 Cadeiras",216.00,INCLUS,,MÉDIO,"description nettoyée",439
4738,"GH-25005 Pack 4 Cadeiras",196.00,INCLUS,,MÉDIO,"description nettoyée",420
4744,"TRAVIS Mesa de Cabeceira",69.00,EXCLU,"prix < 80 €",OK,,
4745,"TRAVIS Cómoda",199.00,INCLUS,,MÉDIO,"description nettoyée",723
4746,"TRAVIS Roupeiro",459.00,INCLUS,,MÉDIO,"description nettoyée",895
4747,"TRAVIS Secretária",169.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
4751,"CANNES Mesa de Cabeceira 2 Gavetas",69.00,EXCLU,"prix < 80 €",OK,,
4752,"CANNES Mesa de Cabeceira 3 Gavetas",99.00,INCLUS,,MÉDIO,"description nettoyée",942
4753,"CANNES Camiseiro",159.00,INCLUS,,MÉDIO,"description nettoyée",583
4754,"ARLÉS Mesa de Cabeceira",79.00,EXCLU,"prix < 80 €",OK,,
4755,"ARLÉS Cómoda",159.00,INCLUS,,MÉDIO,"description nettoyée",764
4756,"Arlés - Cómoda 3G 80X81 Albo Rayado",129.00,INCLUS,,MÉDIO,"titre normalisé (casse), description nettoyée",773
4757,"TOKIO Aparador",169.00,INCLUS,,MÉDIO,"description nettoyée",687
4758,"ELIS Aparador",169.00,EXCLU,"hors stock",OK,,
4760,"ROMA - ROUPEIRO 3G+2P 1000X216 BRANCO MATE",279.00,EXCLU,"hors stock",OK,,
4761,"ROMA - ROUPEIRO 3G+2P 1000X216 SAHARA",279.00,EXCLU,"hors stock",OK,,
4762,"ROMA - ROUPEIRO 3G+3P 149X216 BRANCO MATE",389.00,EXCLU,"hors stock",OK,,
4763,"ROMA - ROUPEIRO 3G+3P 149X216 SAHARA",399.00,EXCLU,"hors stock",OK,,
4764,"ROMA - ROUPEIRO 3G+3P ESPELHO 149X216 BRANCO MATE",439.00,EXCLU,"hors stock",OK,,
4766,"ROMA - ROUPEIRO 2G+4P 198X216 BRANCO MATE",509.00,EXCLU,"hors stock",OK,,
4767,"ROMA - ROUPEIRO 2G+4P 198X216 SAHARA",529.00,EXCLU,"hors stock",OK,,
4792,"BASS - MESA DE JANTAR EXTENSÍVEL 140X90 ALBO",159.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
4830,"PIXEL - MESA EXTENSÍVEL 90X90 / 180X90 (PERNAS VILI) BRANCO MATE E CANVAS",229.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
4831,"PIXEL - MESA EXTENSÍVEL 90X90 / 180X90 (PERNAS VILI) BRANCO MATE E ETNA",229.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
4832,"PIXEL - MESA EXTENSÍVEL 90X90 / 180X90 (PERNAS VILI) BRANCO MATE E MOON",229.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
4833,"PIXEL - MESA EXTENSÍVEL 90X90 / 180X90 (PERNAS VILI) BRANCO MATE E RAYADO",229.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
4834,"PIXEL - MESA EXTENSÍVEL 90X90 / 180X90 (PERNAS VILI) BRANCO MATE E BOCAMINA",229.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
4835,"PIXEL - MESA EXTENSÍVEL 90X90 / 180X90 (PERNAS VILI) ALBO E IRIS",229.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
4836,"PIXEL - MESA EXTENSÍVEL 90X90 / 180X90 (PERNAS VILI) ALBO E CANVAS",229.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5015,"ARGOS 2 Base TV",159.00,EXCLU,"hors stock",OK,,
5016,"ARGOS 2 - APARADOR 2P 3G 140X190 NATURAL/BRANCO MATE",299.00,EXCLU,"hors stock",OK,,
5017,"LAMAS - BASE 150X190 ALBO",299.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5020,"LAMAS - BASE MADEIRA 190X90",129.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5021,"NANTES Cabeceira",179.00,EXCLU,"hors stock",OK,,
5022,"LUCE Cabeceira",99.00,EXCLU,"hors stock",OK,,
